run_id,model_provider,model_name,model_version,run_timestamp,temperature,prompt_id,prompt_text,schema_version,raw_output_file,parsed_spec_file,parse_success,pre_solve_blocking_errors,pre_solve_warnings,field_accuracy,ambiguity_flagged,manual_repair_required,notes
gemini-3.1-flash-lite-preview__M1__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:26.806328+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r2.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M2__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:28.015328+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r2.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M3__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:29.362328+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r2.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M4__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:30.517328+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r2.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:31.771328+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r2.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:33.028328+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r2.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:34.524328+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r2.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:36.094328+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r2.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:37.260340+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r2.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite-preview__M10__r2,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:38.434340+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r2.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r2.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite-preview__M1__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:39.545340+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r3.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M2__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:40.652340+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r3.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M3__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:41.921341+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r3.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M4__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:43.246340+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r3.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:44.568340+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r3.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:45.881343+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r3.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:47.212916+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r3.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:48.755916+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r3.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:49.830916+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r3.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite-preview__M10__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:51.038918+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r3.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite-preview__M1__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:52.180916+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M2__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:53.391916+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M3__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:54.623917+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M4__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:55.970917+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r4.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:57.339441+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r4.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:18:58.679441+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r4.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:01.254948+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r4.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:02.792948+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r4.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:03.869948+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r4.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite-preview__M10__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:05.032948+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r4.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite-preview__M1__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:06.118948+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M1__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M2__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:07.318961+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M2__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M3__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:08.581961+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M3__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M4__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:09.799961+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M4__r5.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:11.188962+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M5__r5.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:12.497961+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M6__r5.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:13.966960+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M7__r5.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:15.676960+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M8__r5.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:18.750975+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M9__r5.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite-preview__M10__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:19:19.901975+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_20260612/gemini-3.1-flash-lite-preview__M10__r5.spec.json,true,0,1,,False,False,
