run_id,model_provider,model_name,model_version,run_timestamp,temperature,prompt_id,prompt_text,schema_version,raw_output_file,parsed_spec_file,parse_success,pre_solve_blocking_errors,pre_solve_warnings,field_accuracy,ambiguity_flagged,manual_repair_required,notes
gemini-3.1-flash-lite-preview__M4__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:36.141039+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M4__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M4__r3.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:37.728054+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M5__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M5__r3.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:38.914054+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M6__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M6__r3.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:40.180054+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M7__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M7__r3.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:41.694053+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M8__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M8__r3.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:42.802054+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M9__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M9__r3.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite-preview__M10__r3,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:43.869055+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M10__r3.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M10__r3.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite-preview__M1__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:44.938054+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M1__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M1__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M2__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:46.029054+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M2__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M2__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M3__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:47.153070+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M3__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M3__r4.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M4__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:48.261068+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M4__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M4__r4.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:49.471069+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M5__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M5__r4.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:50.647068+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M6__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M6__r4.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:51.871071+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M7__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M7__r4.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:53.388068+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M8__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M8__r4.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:54.502068+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M9__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M9__r4.spec.json,true,0,0,,False,False,
gemini-3.1-flash-lite-preview__M10__r4,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:55.618068+00:00,0.3,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M10__r4.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M10__r4.spec.json,true,0,1,,False,False,
gemini-3.1-flash-lite-preview__M1__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:56.735083+00:00,0.3,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M1__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M1__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M2__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:58.131083+00:00,0.3,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M2__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M2__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M3__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:22:59.417082+00:00,0.3,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M3__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M3__r5.spec.json,true,0,0,1.0,False,False,
gemini-3.1-flash-lite-preview__M4__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:00.621084+00:00,0.3,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M4__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M4__r5.spec.json,true,0,1,0.7777777777777778,True,False,
gemini-3.1-flash-lite-preview__M5__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:01.991083+00:00,0.3,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M5__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M5__r5.spec.json,true,1,1,0.4444444444444444,True,True,
gemini-3.1-flash-lite-preview__M6__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:03.310083+00:00,0.3,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M6__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M6__r5.spec.json,true,0,1,,True,False,
gemini-3.1-flash-lite-preview__M7__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:05.349083+00:00,0.3,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M7__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M7__r5.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.1-flash-lite-preview__M8__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:06.959097+00:00,0.3,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M8__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M8__r5.spec.json,true,0,1,0.6666666666666666,True,False,
gemini-3.1-flash-lite-preview__M9__r5,google,gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,2026-06-12T23:23:08.055099+00:00,0.3,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M9__r5.raw.json,model_checks/raw_outputs/live_outputs_repeated_t03_20260612/gemini-3.1-flash-lite-preview__M9__r5.spec.json,true,0,0,,False,False,
