run_id,model_provider,model_name,model_version,run_timestamp,temperature,prompt_id,prompt_text,schema_version,raw_output_file,parsed_spec_file,parse_success,pre_solve_blocking_errors,pre_solve_warnings,field_accuracy,ambiguity_flagged,manual_repair_required,notes
gemini-2.5-flash__M1__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:06.415895+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-2.5-flash__M2__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:08.663912+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M2__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M2__r1.spec.json,true,0,0,1.0,False,False,
gemini-2.5-flash__M3__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:12.238912+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M3__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M3__r1.spec.json,true,0,0,1.0,False,False,
gemini-2.5-flash__M4__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:16.277912+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M4__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M4__r1.spec.json,true,0,1,0.8888888888888888,True,False,
gemini-2.5-flash__M5__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:20.285926+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M5__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M5__r1.spec.json,true,0,1,0.8888888888888888,True,False,
gemini-2.5-flash__M6__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:24.531926+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M6__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M6__r1.spec.json,true,0,1,,True,False,
gemini-2.5-flash__M7__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:28.999942+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M7__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M7__r1.spec.json,true,0,0,1.0,False,False,
gemini-2.5-flash__M8__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:32.045942+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 41)
gemini-2.5-flash__M9__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:37.743956+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M9__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M9__r1.spec.json,true,0,0,,False,False,
gemini-2.5-flash__M10__r1,google,gemini-2.5-flash,gemini-2.5-flash,2026-06-12T23:44:40.288956+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M10__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-flash__M10__r1.spec.json,true,0,1,,False,False,
gemini-2.5-pro__M1__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:44:45.125956+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-pro__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-pro__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-2.5-pro__M2__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:44:52.079729+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-pro__M2__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-pro__M2__r1.spec.json,true,0,0,1.0,False,False,
gemini-2.5-pro__M3__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:44:59.808511+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Unterminated string starting at: line 15 column 21 (char 212)
gemini-2.5-pro__M4__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:07.859526+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,,,false,,,,True,,"model_call_fallback: JSON parse error: Expecting ',' delimiter: line 2 column 10 (char 11)"
gemini-2.5-pro__M5__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:17.700537+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Expecting value: line 1 column 1 (char 0)
gemini-2.5-pro__M6__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:26.763553+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 4 column 3 (char 30)
gemini-2.5-pro__M7__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:35.185553+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Unterminated string starting at: line 32 column 7 (char 445)
gemini-2.5-pro__M8__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:43.256564+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Expecting value: line 1 column 1 (char 0)
gemini-2.5-pro__M9__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:51.208575+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-pro__M9__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-2.5-pro__M9__r1.spec.json,true,0,0,,False,False,
gemini-2.5-pro__M10__r1,google,gemini-2.5-pro,gemini-2.5-pro,2026-06-12T23:45:59.724589+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Unterminated string starting at: line 29 column 3 (char 391)
gemini-3-flash-preview__M1__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:08.786121+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-3-flash-preview__M2__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:13.222122+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M2__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M2__r1.spec.json,true,0,0,1.0,False,False,
gemini-3-flash-preview__M3__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:18.307132+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M3__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M3__r1.spec.json,true,0,0,1.0,False,False,
gemini-3-flash-preview__M4__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:23.156132+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M4__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M4__r1.spec.json,true,0,1,0.5555555555555556,True,False,
gemini-3-flash-preview__M5__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:27.634146+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 41)
gemini-3-flash-preview__M6__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:34.317146+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Expecting property name enclosed in double quotes: line 4 column 11 (char 38)
gemini-3-flash-preview__M7__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:40.209162+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M7__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3-flash-preview__M7__r1.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3-flash-preview__M8__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:45.391162+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 30 column 15 (char 408)
gemini-3-flash-preview__M9__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:50.173181+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 41)
gemini-3-flash-preview__M10__r1,google,gemini-3-flash-preview,gemini-3-flash-preview,2026-06-12T23:46:56.221195+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting property name enclosed in double quotes: line 4 column 11 (char 41)
gemini-3.1-pro-preview__M1__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:01.262210+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.1-pro-preview__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.1-pro-preview__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-3.1-pro-preview__M2__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:08.652241+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.1-pro-preview__M2__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.1-pro-preview__M2__r1.spec.json,true,0,0,1.0,False,False,
gemini-3.1-pro-preview__M3__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:16.086847+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting value: line 29 column 21 (char 402)
gemini-3.1-pro-preview__M4__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:25.319861+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 43)
gemini-3.1-pro-preview__M5__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:35.469876+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 43)
gemini-3.1-pro-preview__M6__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:45.636892+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Expecting value: line 18 column 11 (char 240)
gemini-3.1-pro-preview__M7__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:47:55.043909+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting value: line 18 column 11 (char 240)
gemini-3.1-pro-preview__M8__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:48:04.524925+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 43)
gemini-3.1-pro-preview__M9__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:48:13.673942+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.1-pro-preview__M9__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.1-pro-preview__M9__r1.spec.json,true,0,0,,False,False,
gemini-3.1-pro-preview__M10__r1,google,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2026-06-12T23:48:21.669955+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting value: line 11 column 14 (char 142)
gemini-3.5-flash__M1__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:48:31.351967+00:00,0.0,M1,"Configure a 2:1 cantilever beam with the left edge fixed, a downward point load at the midpoint of the right edge, and 50 percent material.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M1__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M1__r1.spec.json,true,0,0,1.0,False,False,
gemini-3.5-flash__M2__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:48:35.808967+00:00,0.0,M2,"Configure a 3:1 MBB beam with symmetry on the left edge, a vertical roller support at the bottom-right corner, a downward load at the top-left corner, and 50 percent material.",autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting value: line 25 column 11 (char 352)
gemini-3.5-flash__M3__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:48:41.568985+00:00,0.0,M3,"Configure a cantilever beam with the left edge fixed, a downward load at the right-edge midpoint, a circular pipe hole at the center with radius 0.15, and 40 percent material.",autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting value: line 29 column 21 (char 402)
gemini-3.5-flash__M4__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:48:47.402997+00:00,0.0,M4,"Make a long bridge-like domain, about 6:1, with supports at both bottom ends and a distributed downward load along the top.",autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Unterminated string starting at: line 5 column 3 (char 43)
gemini-3.5-flash__M5__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:48:53.670997+00:00,0.0,M5,Configure an L-bracket with the top edge attached to a wall and a horizontal load on the lower part of the right edge.,autosimp-problemspec-v1,,,false,,,,True,,model_call_fallback: JSON parse error: Expecting property name enclosed in double quotes: line 4 column 13 (char 40)
gemini-3.5-flash__M6__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:49:00.078011+00:00,0.0,M6,"Put a downward force near the right side under the hole, with the left edge fixed.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M6__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M6__r1.spec.json,true,0,1,,True,False,
gemini-3.5-flash__M7__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:49:05.522011+00:00,0.0,M7,"Configure a short deep cantilever, fixed on the left wall, with two downward loads at the upper and lower right corners.",autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M7__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M7__r1.spec.json,true,0,0,0.6666666666666666,False,False,
gemini-3.5-flash__M8__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:49:10.096023+00:00,0.0,M8,"Configure a normalized drone arm mounting bracket in a 4.0 by 1.5 design envelope. Clamp the left mounting edge. Add two bolt-clearance holes near the mount, a protected solid motor pad at the far right, and combined downward and backward loads at the motor pad. Use 35 percent material.",autosimp-problemspec-v1,,,false,,,,True,,"model_call_fallback: JSON parse error: Expecting ',' delimiter: line 47 column 14 (char 695)"
gemini-3.5-flash__M9__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:49:15.846023+00:00,0.0,M9,Configure a cantilever with only a load and no support.,autosimp-problemspec-v1,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M9__r1.raw.json,model_checks/raw_outputs/live_outputs_cross_family_20260612c/gemini-3.5-flash__M9__r1.spec.json,true,0,0,,False,False,
gemini-3.5-flash__M10__r1,google,gemini-3.5-flash,gemini-3.5-flash,2026-06-12T23:49:19.906037+00:00,0.0,M10,Configure a steel bracket in millimeters with a 3 kN real service load using default material values.,autosimp-problemspec-v1,,,false,,,,False,,model_call_fallback: JSON parse error: Expecting property name enclosed in double quotes: line 4 column 13 (char 43)
